Year,Month,Day,Hour,Minute,Second,Sens_556_nm,Sens_414_nm,Temperature_C,Pressure_Pa,Altitude_m
2015,1,16,15,7,53,598.67,593.67,25,95026,560
2015,1,16,15,23,39,678.67,639,26.69375,95014,560
2015,1,16,15,38,6,679.33,630,27.93125,95014,560
2015,1,16,15,52,44,680,640.33,28.625,95011,560
2015,1,16,16,7,58,701,672,28.924999,95001,560
2015,1,16,16,23,3,707,641.33,29.375,94987,560
2015,1,16,16,37,54,718,691,29.68125,94982,560
2015,1,16,16,52,57,714,687,29.94375,94980,560
