Year,Month,Day,Hour,Minute,Second,Sens_556_nm,Sens_414_nm,Temperature_C,Pressure_Pa,Altitude_m
2015,1,20,14,28,48,4,15,22.51874900,95424.00000000,517.78528000
2015,1,20,14,29,12,9,3,22.65625000,95427.00000000,517.52368000
2015,1,20,14,29,40,55,74,22.84375000,95426.00000000,517.78528000
2015,1,20,14,30,5,5,1,22.97500000,95424.00000000,517.25946000
2015,1,20,14,30,35,6,1,23.08124900,95425.00000000,517.61090000
